cpu_percent,memory_percent,cmdline_length,network_connections_count,suspicious_keyword_count,label
77.98,1.67,131,3,0,BENIGN
16.17,1.49,119,0,0,BENIGN
83.17,41.95,80,3,1,MALICIOUS
71.89,41.79,199,5,4,MALICIOUS
80.77,12.88,77,4,4,MALICIOUS
32.92,12.62,127,4,2,MALICIOUS
72.67,28.79,252,3,1,MALICIOUS
89.29,40.39,286,6,4,MALICIOUS
11.18,4.77,101,3,0,BENIGN
11.75,6.86,88,0,0,BENIGN
4.31,16.6,22,1,0,BENIGN
93.23,47.28,247,3,2,MALICIOUS
22.75,26.12,122,0,0,BENIGN
0.54,3.22,21,0,0,BENIGN
89.58,40.6,273,3,4,MALICIOUS
74.5,4.7,27,0,0,BENIGN
82.19,8.66,158,1,2,MALICIOUS
13.86,20.4,134,1,0,BENIGN
2.84,2.55,134,2,0,BENIGN
2.3,4.85,77,0,0,BENIGN
21.06,18.08,100,3,0,BENIGN
1.8,16.9,75,0,0,BENIGN
4.51,21.49,138,0,0,BENIGN
28.09,3.11,102,0,0,BENIGN
91.59,12.87,233,5,3,MALICIOUS
23.23,23.76,67,4,0,BENIGN
72.74,20.79,199,7,2,MALICIOUS
87.51,30.09,285,8,4,MALICIOUS
78.02,7.11,102,5,1,MALICIOUS
69.98,32.95,111,4,3,MALICIOUS
2.07,18.7,50,4,0,BENIGN
7.63,16.86,94,1,0,BENIGN
6.87,16.85,21,2,0,BENIGN
28.24,4.09,44,0,0,BENIGN
30.37,29.24,16,3,0,BENIGN
5.83,8.37,20,2,0,BENIGN
79.21,34.25,315,6,3,MALICIOUS
73.96,32.89,120,4,4,MALICIOUS
0.01,20.21,38,4,0,BENIGN
45.92,37.48,74,2,2,MALICIOUS
21.64,31.33,75,9,0,BENIGN
3.38,7.28,123,4,0,BENIGN
87.06,24.25,159,3,1,MALICIOUS
82.61,22.4,88,7,4,MALICIOUS
83.49,17.51,226,4,2,MALICIOUS
72.41,35.31,199,3,4,MALICIOUS
95.71,10.57,284,6,4,MALICIOUS
92.24,38.2,55,3,0,BENIGN
83.01,10.9,134,0,0,BENIGN
68.17,42.24,38,4,0,BENIGN
25.48,16.59,128,2,0,BENIGN
93.26,44.83,243,3,1,MALICIOUS
63.63,32.78,199,3,3,MALICIOUS
2.38,27.6,50,0,0,BENIGN
85.23,39.98,219,1,2,MALICIOUS
93.82,36.79,142,4,3,MALICIOUS
74.71,12.55,175,2,3,MALICIOUS
19.18,16.22,65,1,0,BENIGN
89.03,18.46,139,0,0,BENIGN
23.91,29.62,133,3,0,BENIGN
28.05,11.03,113,1,1,MALICIOUS
61.54,35.84,278,3,3,MALICIOUS
3.15,2.23,48,0,0,BENIGN
1.46,20.85,114,2,0,BENIGN
9.8,5.38,29,0,0,BENIGN
97.54,10.68,171,3,2,MALICIOUS
86.06,27.2,133,2,4,MALICIOUS
6.5,11.41,105,12,0,BENIGN
2.8,19.2,12,3,0,BENIGN
9.02,15.75,25,3,0,BENIGN
98.29,37.35,196,5,4,MALICIOUS
7.66,17.86,82,3,0,BENIGN
82.8,23.17,269,6,4,MALICIOUS
4.59,11.75,96,1,0,BENIGN
4.18,15.09,14,2,0,BENIGN
89.39,43.13,138,2,3,MALICIOUS
27.3,17.9,19,0,0,BENIGN
4.82,16.93,63,1,0,BENIGN
84.76,43.27,216,6,1,MALICIOUS
7.48,1.1,79,0,0,BENIGN
25.25,15.94,116,2,0,BENIGN
28.04,20.68,60,6,0,BENIGN
1.08,4.12,39,2,0,BENIGN
25.86,9.81,39,4,0,BENIGN
93.81,30.71,214,5,4,MALICIOUS
0.67,12.5,86,3,0,BENIGN
59.44,41.09,95,3,0,BENIGN
90.22,13.91,159,6,2,MALICIOUS
92.35,14.64,59,4,0,BENIGN
28.6,24.07,23,0,0,BENIGN
1.69,8.99,59,0,0,BENIGN
83.86,52.98,188,7,3,MALICIOUS
34.77,7.04,192,1,3,MALICIOUS
99.15,35.96,187,2,2,MALICIOUS
62.48,33.5,132,13,0,BENIGN
3.67,6.94,98,0,0,BENIGN
5.69,7.94,41,2,0,BENIGN
7.88,24.11,129,0,0,BENIGN
0.26,4.43,80,0,0,BENIGN
17.22,6.17,13,1,0,BENIGN
78.5,18.21,266,7,1,MALICIOUS
86.8,42.18,165,1,2,MALICIOUS
74.2,5.81,125,5,4,MALICIOUS
19.9,11.35,20,0,0,BENIGN
0.92,20.86,140,0,0,BENIGN
19.29,4.53,121,0,0,BENIGN
62.56,11.03,102,1,2,MALICIOUS
87.63,23.25,89,0,0,BENIGN
76.81,13.98,197,3,3,MALICIOUS
90.9,33.62,171,8,4,MALICIOUS
87.83,29.24,92,4,4,MALICIOUS
0.81,28.61,10,0,0,BENIGN
25.63,27.65,43,2,0,BENIGN
79.33,37.53,303,3,3,MALICIOUS
6.67,6.85,21,1,0,BENIGN
72.86,14.46,182,7,1,MALICIOUS
0.33,27.41,90,0,0,BENIGN
6.41,22.39,107,0,0,BENIGN
1.22,29.07,131,2,0,BENIGN
96.71,21.1,302,2,4,MALICIOUS
89.8,25.32,312,8,2,MALICIOUS
84.67,41.2,312,8,1,MALICIOUS
50.54,9.35,183,2,2,MALICIOUS
8.53,26.57,78,3,0,BENIGN
81.92,39.21,186,1,3,MALICIOUS
3.84,18.08,103,1,0,BENIGN
56.81,20.33,104,1,2,MALICIOUS
66.01,20.51,89,2,0,BENIGN
1.84,18.26,39,2,0,BENIGN
81.2,32.94,182,3,3,MALICIOUS
79.17,28.82,226,4,1,MALICIOUS
3.86,17.74,138,0,0,BENIGN
90.47,13.31,170,4,3,MALICIOUS
15.89,22.36,116,1,0,BENIGN
76.86,19.25,207,1,2,MALICIOUS
32.16,4.79,97,3,0,BENIGN
4.29,13.51,62,1,0,BENIGN
3.42,15.02,61,4,0,BENIGN
85.85,16.23,210,6,4,MALICIOUS
34.48,11.77,54,0,0,BENIGN
82.01,25.05,309,4,1,MALICIOUS
75.32,26.91,94,4,2,MALICIOUS
6.56,22.27,112,0,0,BENIGN
70.97,36.38,202,3,1,MALICIOUS
87.04,18.53,139,0,0,BENIGN
90.38,8.55,66,2,0,BENIGN
77.57,33.07,129,6,4,MALICIOUS
92.47,13.39,229,6,2,MALICIOUS
0.57,23.3,103,0,0,BENIGN
0.71,2.02,14,0,0,BENIGN
0.56,11.02,88,0,0,BENIGN
28.71,11.56,35,0,0,BENIGN
3.65,17.37,30,3,0,BENIGN
86.02,14.13,277,6,1,MALICIOUS
4.66,8.37,102,0,0,BENIGN
19.87,22.68,124,3,0,BENIGN
4.74,27.56,113,0,0,BENIGN
2.04,23.12,117,0,0,BENIGN
76.56,32.68,130,2,2,MALICIOUS
5.53,14.55,15,1,0,BENIGN
95.26,20.68,122,8,4,MALICIOUS
1.38,16.79,54,4,0,BENIGN
97.4,8.78,127,1,4,MALICIOUS
16.0,12.09,20,2,0,BENIGN
27.92,5.42,123,2,0,BENIGN
68.41,0.49,77,0,0,BENIGN
26.56,6.27,77,0,0,BENIGN
0.21,6.36,102,0,0,BENIGN
20.78,26.7,44,4,0,BENIGN
45.59,17.56,255,4,0,BENIGN
1.83,5.88,98,0,0,BENIGN
73.34,27.35,291,5,1,MALICIOUS
85.43,9.57,75,2,3,MALICIOUS
3.69,7.65,82,2,0,BENIGN
73.58,44.74,124,8,3,MALICIOUS
5.64,13.19,68,0,0,BENIGN
7.68,11.21,95,2,0,BENIGN
1.4,26.53,18,2,0,BENIGN
1.84,11.49,27,1,0,BENIGN
56.77,14.8,50,0,0,BENIGN
42.79,27.74,120,4,0,BENIGN
87.79,26.29,49,4,0,BENIGN
0.1,1.68,15,0,0,BENIGN
8.17,11.85,72,1,0,BENIGN
2.63,0.22,61,3,0,BENIGN
3.76,11.08,112,0,0,BENIGN
87.77,18.02,162,3,4,MALICIOUS
27.01,19.65,102,0,0,BENIGN
68.75,22.29,199,1,1,MALICIOUS
31.91,25.89,133,0,0,BENIGN
27.5,31.39,96,7,0,BENIGN
10.83,21.54,142,7,0,BENIGN
54.59,23.57,126,0,0,BENIGN
22.2,14.3,54,0,0,BENIGN
87.62,44.42,253,7,3,MALICIOUS
3.32,10.04,90,1,0,BENIGN
2.53,25.57,81,0,0,BENIGN
84.13,15.44,142,3,1,MALICIOUS
25.37,13.26,42,0,0,BENIGN
71.0,16.98,58,4,0,BENIGN
99.01,25.22,134,1,2,MALICIOUS
36.68,10.69,84,11,0,BENIGN
83.58,27.87,50,7,0,BENIGN
96.31,7.31,63,3,1,MALICIOUS
4.01,10.96,98,2,0,BENIGN
94.65,9.92,125,8,4,MALICIOUS
75.32,35.23,222,8,1,MALICIOUS
0.7,15.49,96,0,0,BENIGN
33.57,19.61,58,0,0,BENIGN
20.06,25.03,100,0,0,BENIGN
1.69,7.91,94,1,0,BENIGN
5.47,12.22,84,1,0,BENIGN
19.33,23.83,110,3,0,BENIGN
3.17,25.07,26,0,0,BENIGN
77.03,8.34,225,3,1,MALICIOUS
24.64,7.58,18,0,0,BENIGN
9.34,13.93,44,2,0,BENIGN
58.94,45.61,48,3,0,BENIGN
83.8,16.15,226,2,1,MALICIOUS
31.01,19.27,104,11,0,BENIGN
6.35,13.01,102,0,0,BENIGN
96.77,22.54,180,7,2,MALICIOUS
97.71,21.95,294,2,1,MALICIOUS
1.97,8.08,41,0,0,BENIGN
10.88,14.84,46,0,0,BENIGN
90.32,6.42,226,3,1,MALICIOUS
91.36,48.76,330,6,1,MALICIOUS
73.57,41.0,287,8,4,MALICIOUS
15.81,4.22,20,0,0,BENIGN
3.69,20.74,119,0,0,BENIGN
6.26,19.8,108,3,0,BENIGN
16.08,3.84,20,0,0,BENIGN
80.83,18.9,162,5,4,MALICIOUS
93.63,17.43,87,5,2,MALICIOUS
82.78,52.12,204,2,2,MALICIOUS
1.12,12.33,19,1,0,BENIGN
1.26,7.55,136,0,0,BENIGN
5.56,7.79,79,0,0,BENIGN
70.19,12.2,216,6,1,MALICIOUS
6.0,8.62,58,4,0,BENIGN
70.68,22.43,184,4,3,MALICIOUS
75.17,36.04,72,1,0,BENIGN
47.42,27.36,211,2,2,MALICIOUS
26.37,16.08,123,11,0,BENIGN
73.0,18.15,242,7,3,MALICIOUS
11.06,20.66,68,6,0,BENIGN
0.77,20.92,12,0,0,BENIGN
82.62,34.25,70,5,2,MALICIOUS
4.42,19.36,46,0,0,BENIGN
3.07,11.1,137,0,0,BENIGN
95.35,40.1,225,5,2,MALICIOUS
57.6,24.81,105,0,0,BENIGN
99.34,13.78,118,8,2,MALICIOUS
75.69,14.6,62,5,0,BENIGN
40.18,31.02,117,16,0,BENIGN
95.28,45.71,231,8,1,MALICIOUS
91.76,11.76,152,7,2,MALICIOUS
2.17,13.72,77,2,0,BENIGN
3.89,15.11,85,1,0,BENIGN
9.38,8.11,124,0,0,BENIGN
31.08,14.4,83,7,0,BENIGN
6.09,2.59,55,4,0,BENIGN
4.16,2.98,34,3,0,BENIGN
1.06,5.37,45,0,0,BENIGN
84.95,35.86,224,5,3,MALICIOUS
46.67,4.17,128,3,0,BENIGN
16.81,34.0,53,2,0,BENIGN
2.26,1.9,83,0,0,BENIGN
53.32,18.88,80,4,2,MALICIOUS
53.89,25.14,194,3,3,MALICIOUS
23.75,17.62,11,0,0,BENIGN
68.1,53.15,113,5,0,BENIGN
7.61,12.97,128,0,0,BENIGN
19.3,24.0,154,5,0,BENIGN
78.99,44.97,66,5,0,BENIGN
92.45,26.39,57,1,0,BENIGN
90.59,37.9,204,4,1,MALICIOUS
83.68,29.84,235,5,2,MALICIOUS
41.43,21.97,110,1,3,MALICIOUS
76.04,28.84,111,7,4,MALICIOUS
45.93,11.62,121,4,0,BENIGN
69.15,25.69,82,4,1,MALICIOUS
1.29,11.76,113,0,0,BENIGN
3.48,9.01,60,1,0,BENIGN
94.52,33.77,95,6,2,MALICIOUS
19.68,19.0,55,0,0,BENIGN
0.36,14.23,71,1,0,BENIGN
83.47,27.47,62,8,3,MALICIOUS
67.38,16.95,50,2,0,BENIGN
64.69,20.42,20,0,0,BENIGN
84.79,43.8,245,8,4,MALICIOUS
73.31,13.77,234,1,3,MALICIOUS
4.04,10.43,20,0,0,BENIGN
72.33,56.16,200,0,0,BENIGN
4.02,20.61,86,0,0,BENIGN
89.43,30.64,283,4,1,MALICIOUS
14.1,16.53,10,0,0,BENIGN
24.72,8.89,16,0,0,BENIGN
93.48,36.43,93,3,4,MALICIOUS
51.05,9.56,111,3,0,BENIGN
4.6,5.53,19,0,0,BENIGN
37.12,27.92,111,4,0,BENIGN
76.38,24.7,222,6,3,MALICIOUS
48.27,26.04,95,4,1,MALICIOUS
92.78,20.68,119,3,1,MALICIOUS
97.91,28.87,56,6,2,MALICIOUS
88.05,33.37,306,5,4,MALICIOUS
2.09,12.51,62,0,0,BENIGN
59.17,54.6,150,1,0,BENIGN
73.12,21.55,278,4,2,MALICIOUS
1.27,25.2,34,0,0,BENIGN
80.34,26.18,102,5,2,MALICIOUS
91.62,29.01,113,7,4,MALICIOUS
2.89,18.18,94,1,0,BENIGN
93.56,30.61,99,1,4,MALICIOUS
34.92,20.3,197,3,0,BENIGN
82.88,42.62,273,4,4,MALICIOUS
96.94,9.94,69,3,4,MALICIOUS
2.59,27.42,40,0,0,BENIGN
16.27,25.56,57,5,0,BENIGN
5.27,7.17,105,1,0,BENIGN
88.79,11.94,191,0,0,BENIGN
12.75,11.12,28,0,0,BENIGN
92.88,14.1,265,1,4,MALICIOUS
83.38,17.16,64,6,1,MALICIOUS
80.81,39.84,210,1,2,MALICIOUS
1.76,20.45,60,0,0,BENIGN
98.05,30.28,86,6,4,MALICIOUS
4.59,14.28,45,4,0,BENIGN
70.23,21.84,99,0,0,BENIGN
59.39,29.94,80,1,0,BENIGN
3.06,7.94,77,0,0,BENIGN
77.55,34.55,200,4,2,MALICIOUS
4.28,4.62,73,4,0,BENIGN
4.5,0.28,47,3,0,BENIGN
82.27,38.17,52,2,0,BENIGN
82.6,40.32,215,6,3,MALICIOUS
4.22,7.45,112,0,0,BENIGN
86.98,25.77,278,4,3,MALICIOUS
92.54,35.2,224,6,3,MALICIOUS
49.42,14.12,161,3,2,MALICIOUS
96.35,18.64,141,3,1,MALICIOUS
93.91,17.23,114,6,4,MALICIOUS
59.09,57.73,71,3,0,BENIGN
98.1,36.93,178,2,3,MALICIOUS
78.91,5.96,99,1,1,MALICIOUS
9.9,34.94,191,6,0,BENIGN
51.33,26.55,206,1,1,MALICIOUS
78.88,26.23,61,5,4,MALICIOUS
84.81,19.78,293,5,4,MALICIOUS
83.19,21.05,63,4,4,MALICIOUS
9.66,6.7,111,2,0,BENIGN
51.06,6.41,139,2,3,MALICIOUS
4.77,5.84,35,0,0,BENIGN
27.61,12.51,108,0,0,BENIGN
86.7,6.14,180,8,3,MALICIOUS
79.19,13.85,250,3,4,MALICIOUS
89.31,31.24,198,4,4,MALICIOUS
9.19,8.96,66,0,0,BENIGN
3.13,3.36,70,1,0,BENIGN
61.87,24.64,221,5,1,MALICIOUS
44.77,3.19,41,0,0,BENIGN
71.31,18.01,297,4,2,MALICIOUS
88.47,40.77,218,4,4,MALICIOUS
70.46,18.14,217,8,1,MALICIOUS
12.83,14.59,46,1,0,BENIGN
73.7,43.37,90,5,2,MALICIOUS
76.14,34.84,181,8,4,MALICIOUS
43.35,14.47,112,0,0,BENIGN
88.53,43.93,244,7,3,MALICIOUS
95.47,43.7,310,4,1,MALICIOUS
98.93,5.51,312,4,1,MALICIOUS
70.09,22.4,57,9,0,BENIGN
31.49,15.22,108,0,0,BENIGN
72.96,27.78,133,1,2,MALICIOUS
4.31,18.58,103,0,0,BENIGN
21.03,4.02,60,2,0,BENIGN
12.8,20.77,65,3,0,BENIGN
0.35,3.21,73,2,0,BENIGN
17.01,8.5,27,3,0,BENIGN
0.44,6.26,26,0,0,BENIGN
3.52,20.4,67,3,0,BENIGN
3.28,0.37,37,2,0,BENIGN
83.7,24.72,203,3,0,BENIGN
72.05,18.42,140,0,0,BENIGN
9.57,2.86,94,4,0,BENIGN
25.89,20.83,97,8,0,BENIGN
5.19,13.4,35,4,0,BENIGN
47.39,15.32,210,2,0,BENIGN
80.84,26.39,230,4,3,MALICIOUS
3.33,16.0,74,4,0,BENIGN
20.73,0.95,47,0,0,BENIGN
57.68,28.36,186,1,0,BENIGN
24.86,13.7,84,0,0,BENIGN
90.08,18.77,236,4,1,MALICIOUS
29.21,20.99,17,3,0,BENIGN
95.63,9.84,176,5,2,MALICIOUS
56.82,41.15,205,13,0,BENIGN
7.88,27.65,115,3,0,BENIGN
71.2,9.81,69,8,1,MALICIOUS
1.35,21.51,12,0,0,BENIGN
71.22,16.82,136,3,2,MALICIOUS
77.63,24.75,296,1,1,MALICIOUS
94.14,17.85,118,4,1,MALICIOUS
26.83,26.59,35,4,0,BENIGN
60.93,35.08,220,4,3,MALICIOUS
2.25,15.5,121,0,0,BENIGN
89.81,48.79,276,6,3,MALICIOUS
71.68,18.81,242,1,3,MALICIOUS
2.26,22.49,73,0,0,BENIGN
98.37,6.61,257,4,4,MALICIOUS
3.61,9.6,57,0,0,BENIGN
7.65,9.66,87,11,0,BENIGN
72.81,44.17,146,5,2,MALICIOUS
97.23,6.69,216,2,3,MALICIOUS
83.92,9.68,267,3,3,MALICIOUS
85.2,20.05,313,7,3,MALICIOUS
58.61,12.95,190,2,3,MALICIOUS
27.66,23.33,45,0,0,BENIGN
62.32,29.4,184,3,2,MALICIOUS
3.7,21.81,56,3,0,BENIGN
1.18,22.66,94,0,0,BENIGN
99.41,13.23,61,5,3,MALICIOUS
1.64,13.75,96,4,0,BENIGN
91.09,58.68,116,0,0,BENIGN
91.8,33.03,319,8,1,MALICIOUS
10.08,13.43,124,0,0,BENIGN
46.83,10.16,47,5,0,BENIGN
88.94,12.43,67,3,3,MALICIOUS
8.72,17.19,99,0,0,BENIGN
1.55,10.32,95,1,0,BENIGN
21.99,4.91,27,0,0,BENIGN
4.41,13.23,73,0,0,BENIGN
2.76,0.55,80,0,0,BENIGN
83.66,51.07,248,5,0,BENIGN
4.23,19.42,94,0,0,BENIGN
97.68,12.07,325,7,4,MALICIOUS
90.04,10.63,295,1,4,MALICIOUS
77.56,48.33,102,15,0,BENIGN
86.46,54.67,147,7,2,MALICIOUS
0.18,21.3,58,0,0,BENIGN
45.85,12.55,187,4,3,MALICIOUS
2.89,6.54,133,0,0,BENIGN
10.62,12.02,97,4,0,BENIGN
55.94,47.93,123,12,0,BENIGN
82.65,33.71,287,3,2,MALICIOUS
10.86,13.18,21,2,0,BENIGN
0.46,3.04,64,0,0,BENIGN
4.65,9.66,83,0,0,BENIGN
6.36,28.14,41,0,0,BENIGN
75.54,35.5,138,5,4,MALICIOUS
18.8,13.6,52,3,0,BENIGN
16.75,17.94,88,3,0,BENIGN
23.83,10.73,129,6,0,BENIGN
1.13,20.46,12,0,0,BENIGN
72.83,23.26,87,0,0,BENIGN
24.02,10.19,70,2,0,BENIGN
95.05,15.55,294,1,1,MALICIOUS
80.48,32.33,131,8,3,MALICIOUS
15.42,16.65,106,0,0,BENIGN
82.47,11.36,281,8,4,MALICIOUS
55.45,47.38,186,11,0,BENIGN
4.26,2.89,87,1,0,BENIGN
40.29,2.91,47,0,0,BENIGN
11.24,16.49,72,0,0,BENIGN
36.94,15.48,191,1,1,MALICIOUS
13.05,30.62,52,4,0,BENIGN
29.04,3.46,59,0,0,BENIGN
4.42,2.83,48,0,0,BENIGN
95.31,39.54,123,6,1,MALICIOUS
67.99,33.79,112,5,0,BENIGN
73.61,16.5,251,5,3,MALICIOUS
71.41,25.01,227,6,2,MALICIOUS
40.08,19.79,88,0,0,BENIGN
0.32,29.65,93,3,0,BENIGN
3.91,7.77,92,3,0,BENIGN
60.11,14.73,72,1,2,MALICIOUS
77.19,33.74,287,6,2,MALICIOUS
1.76,10.29,54,4,0,BENIGN
4.63,27.0,18,0,0,BENIGN
13.81,0.25,100,0,0,BENIGN
